Movie_ID,Title,Year,Genre
36998,Shubh Mangal Zyada Saavdhan,2020,
36999,Yeh Ballet,2020,
37000,Doordarshan,2020,
37001,Guns of Banaras,2020,
37002,Haunted Hills,2020,
37003,O Pushpa I Hate Tears,2020,
37004,Thappad,2020,
37005,Dheet Patangey,2020,
37006,Baaghi 3,2020,
37007,Guilty,2020,
37008,Kaamyaab,2020,
37009,Angrezi Medium,2020,
37010,Maska,2020,
37011,Bamfaad,2020,
37012,Ateet,2020,
37013,Mrs. Serial Killer,2020,
37014,Court Martial,2020,
37015,Ghoomketu,2020,
37016,Chippa,2020,
37017,Chintu Ka Birthday,2020,
37018,Choked,2020,
37019,Axone,2020,
37020,Gulabo Sitabo,2020,
37021,Kadakh,2020,
37022,Chaman Bahaar,2020,
37023,Bulbbul,2020,
37024,Bhonsle,2020,
37025,Unlock,2020,
37026,Virgin Bhanupriya,2020,
37027,Dil Bechara,2020,
37028,Yaara,2020,
37029,Shakuntala Devi,2020,
37030,Lootcase,2020,
37031,Raat Akeli Hai,2020,
37032,Pareeksha,2020,
37033,Gunjan Saxena: The Kargil Girl,2020,
37034,Khuda Haafiz,2020,
37035,Captain Vidyut,2020,
37036,Class of '83,2020,
37037,Mee Raqsam,2020,
37038,Sadak 2,2020,
37039,Ram Singh Charlie,2020,
37040,Atkan Chatkan,2020,
37041,Cargo,2020,
37042,Dolly Kitty Aur Woh Chamakte Sitare,2020,
37043,London Confidential,2020,
37044,Halahal,2020,
37045,Khaali Peeli,2020,
37046,Serious Men,2020,
37047,Bahut Hua Samman,2020,
37048,Ginny Weds Sunny,2020,
37049,The Pickup Artist,2020,
37050,Comedy Couple,2020,
37051,Kasaai,2020,
37052,Taish,2020,
37053,Kaali Khuhi,2020,
37054,Pepper Chicken,2020,
37055,Laxmii,2020,
37056,Ludo,2020,
37057,Chhalaang,2020,
37058,Namumkin Tere Bin Jeena,2020,
37059,Sir,2020,
37060,Suraj Pe Mangal Bhari,2020,
37061,Anwar Ka Ajab Kissa,2020,
37062,Darbaan,2020,
37063,Durgamati,2020,
37064,Indoo Ki Jawani,2020,
37065,Nirvana Inn,2020,
37066,Torbaaz,2020,
37067,Eeb Allay Ooo!,2020,
37068,Sayonee,2020,
37069,Omprakash Zindabad,2020,
37070,Unpaused,2020,
37071,AK vs AK,2020,
37072,Coolie No. 1,2020,
37073,Shakeela,2020,
37074,Sooryavanshi,2021,
37075,83,2021,
